Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
272,Lonzo Ball\balllo01,27,CHI,PG,35,14,22.2,2.5,6.9,0.366,1.9,5.6,0.344,0.6,1.4,0.458,0.504,0.6,0.8,0.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6
273,Oscar Tshiebwe\tshieos01,25,UTA,C,14,1,18.2,3.0,5.0,0.6,0.0,0.0,,3.0,5.0,0.6,0.6,1.6,2.2,0.742,3.3,5.4,8.7,0.6,0.9,0.1,0.7,1.7,7.6
274,Garrison Mathews\mathega01,28,ATL,SG,47,2,17.7,2.2,5.5,0.397,1.8,4.6,0.39,0.4,0.8,0.436,0.562,1.4,1.7,0.821,0.3,1.6,1.9,1.3,0.6,0.3,0.7,1.7,7.5
275,Matisse Thybulle\thybuma01,27,POR,SG,15,5,20.8,2.8,5.9,0.477,1.4,3.2,0.438,1.4,2.7,0.525,0.597,0.5,1.0,0.467,0.9,2.5,3.5,1.9,2.2,0.6,0.9,0.9,7.5
276,A.J. Green\greenaj01,25,MIL,SG,73,7,22.7,2.5,5.8,0.429,2.1,5.0,0.427,0.4,0.8,0.443,0.612,0.3,0.4,0.815,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,7.4
277,Josh Green\greenjo02,24,CHO,SG,68,67,27.8,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1.0,2.4,7.4
278,Richaun Holmes\holmeri01,31,WAS,PF,31,7,17.2,2.9,4.5,0.647,0.0,0.1,0.0,2.9,4.4,0.662,0.647,1.6,1.9,0.833,2.0,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4
279,Damion Baugh\baughda01,24,CHO,SG,15,2,24.7,2.8,8.7,0.323,0.8,3.7,0.214,2.0,4.9,0.405,0.369,0.9,1.0,0.867,0.9,2.4,3.3,3.7,1.0,0.1,2.1,1.5,7.3
280,Alec Burks\burksal01,33,MIA,SG,49,14,17.6,2.3,5.5,0.424,1.8,4.2,0.425,0.6,1.3,0.422,0.587,0.8,1.0,0.776,0.3,2.2,2.5,1.1,0.6,0.1,0.6,0.8,7.3
281,Ricky Council IV\councri01,23,PHI,SF,73,12,17.1,2.4,6.3,0.382,0.8,2.9,0.258,1.7,3.4,0.488,0.442,1.7,2.1,0.804,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3
282,Andre Drummond\drumman01,31,PHI,C,40,23,18.8,2.9,5.9,0.5,0.1,0.5,0.15,2.9,5.4,0.533,0.506,1.4,2.3,0.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3
283,Tre Jones\jonestr01,25,2TM,PG,46,9,19.7,2.8,5.2,0.538,0.4,1.0,0.396,2.4,4.1,0.574,0.578,1.2,1.5,0.821,0.7,1.8,2.5,4.2,0.8,0.2,0.8,1.2,7.2
283,Tre Jones\jonestr01,25,SAS,PG,28,0,16.1,1.6,3.3,0.484,0.3,0.9,0.308,1.3,2.4,0.552,0.527,0.9,1.2,0.758,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4
283,Tre Jones\jonestr01,25,CHI,PG,18,9,25.3,4.6,8.1,0.572,0.6,1.2,0.5,4.0,6.8,0.585,0.61,1.7,1.9,0.882,0.9,2.3,3.2,4.9,1.1,0.3,0.8,1.2,11.5
284,Goga Bitadze\bitadgo01,25,ORL,C,70,42,20.4,3.0,4.8,0.611,0.0,0.4,0.107,2.9,4.4,0.656,0.615,1.2,1.9,0.639,2.4,4.2,6.6,2.0,0.7,1.4,1.0,2.1,7.2
285,Tristan Da Silva\dasiltr01,23,ORL,SF,74,38,22.0,2.7,6.5,0.412,1.1,3.2,0.335,1.6,3.3,0.488,0.495,0.7,0.9,0.873,1.0,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2
286,GG Jackson II\jacksgg01,20,MEM,PF,29,3,15.8,2.6,6.9,0.372,1.1,3.3,0.337,1.4,3.6,0.404,0.452,1.0,1.4,0.725,0.9,2.2,3.2,1.0,0.4,0.2,1.1,1.0,7.2
287,Vit Krejci\krejcvi01,24,ATL,PG,57,16,20.2,2.5,5.1,0.497,1.6,3.6,0.437,1.0,1.5,0.64,0.651,0.6,0.8,0.711,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2
288,Sam Merrill\merrisa01,28,CLE,SG,71,4,19.7,2.4,6.0,0.406,1.9,5.2,0.372,0.5,0.8,0.625,0.567,0.4,0.4,0.966,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2
289,Daeqwon Plowden\plowdda01,26,ATL,SG,6,0,12.0,2.7,4.2,0.64,1.5,2.8,0.529,1.2,1.3,0.875,0.82,0.3,0.3,1.0,0.7,1.2,1.8,0.3,0.0,0.0,0.7,1.7,7.2
290,Nae'Qwan Tomlin\tomlina01,24,CLE,PF,5,1,12.6,2.6,6.4,0.406,0.4,2.0,0.2,2.2,4.4,0.5,0.438,1.6,2.2,0.727,1.8,2.4,4.2,0.4,0.0,0.2,0.4,1.8,7.2
291,Josh Okogie\okogijo01,26,2TM,SG,40,7,15.6,2.4,5.3,0.443,0.8,2.3,0.348,1.6,3.0,0.517,0.519,1.6,2.1,0.741,1.1,1.7,2.8,0.8,1.2,0.5,0.8,1.2,7.1
291,Josh Okogie\okogijo01,26,PHO,SG,25,1,14.0,2.2,4.6,0.491,0.6,1.7,0.381,1.6,2.9,0.556,0.561,0.9,1.3,0.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6.0
291,Josh Okogie\okogijo01,26,CHO,SG,15,6,18.3,2.5,6.5,0.388,1.1,3.3,0.32,1.5,3.2,0.458,0.469,2.7,3.5,0.774,0.9,1.9,2.7,1.3,1.8,0.5,1.0,1.3,8.9
292,Jalen Hood-Schifino\hoodsja01,21,2TM,SG,15,0,21.0,2.5,6.5,0.378,0.9,3.1,0.304,1.5,3.5,0.442,0.449,1.2,1.4,0.857,0.2,1.6,1.8,2.5,0.3,0.5,1.2,1.7,7.1
292,Jalen Hood-Schifino\hoodsja01,21,LAL,SG,2,0,7.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0
292,Jalen Hood-Schifino\hoodsja01,21,PHI,SG,13,0,23.2,2.8,7.5,0.371,1.1,3.5,0.304,1.7,3.9,0.431,0.443,1.2,1.5,0.842,0.2,1.8,2.0,2.8,0.4,0.5,1.3,1.7,7.8
293,Jamison Battle\battlja01,23,TOR,SF,59,10,17.7,2.5,5.9,0.429,1.8,4.4,0.405,0.7,1.5,0.5,0.581,0.3,0.3,0.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1
294,Alex Caruso\carusal01,30,OKC,SG,54,3,19.3,2.6,5.8,0.446,1.1,3.1,0.353,1.5,2.7,0.556,0.541,0.8,0.9,0.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1
295,Jamal Shead\sheadja01,22,TOR,PG,75,11,19.6,2.7,6.7,0.405,1.0,3.0,0.323,1.8,3.7,0.47,0.476,0.7,0.9,0.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1
296,Jeff Dowtin\dowtije01,27,PHI,PG,41,3,15.1,2.7,5.6,0.487,0.7,1.7,0.4,2.0,3.9,0.525,0.548,0.8,1.1,0.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7.0
297,Marcus Garrett\garrema01,26,CHO,SG,4,0,19.8,2.8,6.8,0.407,0.8,2.0,0.375,2.0,4.8,0.421,0.463,0.8,1.0,0.75,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7.0
298,Isaiah Jackson\jacksis01,23,IND,C,5,1,16.8,2.8,4.6,0.609,0.0,0.0,,2.8,4.6,0.609,0.609,1.4,2.8,0.5,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0
299,Jaylen Sims\simsja01,26,CHO,SG,6,0,18.7,2.0,4.7,0.429,1.0,2.5,0.4,1.0,2.2,0.462,0.536,2.0,2.5,0.8,0.5,0.5,1.0,2.0,0.5,0.2,1.3,1.7,7.0
300,Orlando Robinson\robinor01,24,2TM,C,44,8,17.5,2.6,5.9,0.444,0.4,1.2,0.327,2.3,4.8,0.474,0.477,1.2,1.6,0.771,2.0,3.0,5.0,1.8,0.4,0.4,1.1,2.3,6.9
300,Orlando Robinson\robinor01,24,SAC,C,9,0,6.3,0.8,1.9,0.412,0.1,0.6,0.2,0.7,1.3,0.5,0.441,0.4,0.8,0.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1
300,Orlando Robinson\robinor01,24,TOR,C,35,8,20.4,3.1,7.0,0.447,0.5,1.3,0.34,2.7,5.6,0.472,0.48,1.4,1.8,0.794,2.5,3.4,5.9,1.9,0.4,0.4,1.3,2.7,8.1
301,Jake LaRavia\laravja01,23,2TM,PF,66,0,20.4,2.4,5.1,0.475,0.9,2.2,0.423,1.5,3.0,0.513,0.564,1.2,1.7,0.678,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2.0,6.9
301,Jake LaRavia\laravja01,23,MEM,PF,47,0,20.9,2.5,5.1,0.49,0.9,1.9,0.444,1.7,3.2,0.517,0.573,1.4,2.0,0.698,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2.0,7.3
301,Jake LaRavia\laravja01,23,SAC,PF,19,0,19.3,2.2,5.1,0.438,1.1,2.7,0.385,1.2,2.3,0.5,0.542,0.6,1.0,0.579,1.2,1.6,2.8,1.3,0.9,0.2,0.9,2.1,6.1
302,Ryan Dunn\dunnry01,22,PHO,SF,74,44,19.1,2.8,6.4,0.43,1.1,3.6,0.311,1.7,2.9,0.577,0.516,0.3,0.5,0.487,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,6.9
303,Jay Huff\huffja01,26,MEM,C,64,2,11.7,2.5,4.8,0.515,1.3,3.1,0.405,1.2,1.6,0.724,0.648,0.7,0.9,0.786,0.5,1.5,2.0,0.6,0.3,0.9,0.5,1.2,6.9
304,Cameron Payne\payneca01,30,NYK,PG,72,5,15.1,2.5,6.2,0.401,1.3,3.6,0.363,1.2,2.6,0.453,0.506,0.7,0.8,0.907,0.2,1.3,1.4,2.8,0.5,0.2,0.7,1.5,6.9
305,Antonio Reeves\reevean01,24,NOP,SG,44,6,15.0,2.6,5.6,0.456,1.2,2.9,0.395,1.4,2.7,0.521,0.558,0.6,0.8,0.8,0.4,1.0,1.4,0.9,0.5,0.1,0.7,0.9,6.9
306,Cody Martin\martico01,29,2TM,SF,53,8,22.1,2.6,6.1,0.418,0.8,2.8,0.285,1.8,3.3,0.534,0.485,0.8,1.2,0.705,1.0,3.2,4.2,2.0,1.1,0.6,1.0,1.8,6.8
306,Cody Martin\martico01,29,CHO,SF,39,8,24.8,3.0,6.9,0.433,1.0,3.2,0.323,1.9,3.7,0.528,0.507,0.9,1.3,0.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8
306,Cody Martin\martico01,29,PHO,SF,14,0,14.7,1.4,4.1,0.351,0.2,1.9,0.111,1.2,2.1,0.567,0.377,0.6,0.9,0.75,0.9,2.5,3.4,1.1,0.9,0.4,0.6,1.6,3.7
307,Bol Bol\bolbo01,25,PHO,PF,36,10,12.4,2.7,5.1,0.525,0.9,2.6,0.344,1.8,2.5,0.711,0.612,0.6,0.7,0.769,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,6.8
308,Eric Gordon\gordoer01,36,PHI,SG,39,13,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.8,1.7,0.463,0.564,0.9,1.2,0.75,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8
309,Jaxson Hayes\hayesja02,24,LAL,C,56,35,19.5,2.9,4.0,0.722,0.0,0.1,0.0,2.9,3.9,0.732,0.722,1.1,1.8,0.622,1.4,3.4,4.8,1.0,0.6,0.9,0.8,2.4,6.8
310,Marcus Bagley\baglema02,23,PHI,SF,10,4,25.3,2.7,6.9,0.391,0.5,3.2,0.156,2.2,3.7,0.595,0.428,0.8,1.0,0.8,2.3,4.7,7.0,1.0,0.9,1.2,0.7,1.6,6.7
311,DaQuan Jeffries\jeffrda01,27,CHO,SG,47,20,22.8,2.5,6.2,0.405,1.2,3.5,0.335,1.3,2.7,0.496,0.5,0.5,0.6,0.8,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7
312,Lester Quiñones\quinole01,24,2TM,SG,13,0,14.1,2.4,6.0,0.397,1.0,3.4,0.295,1.4,2.6,0.529,0.481,0.8,1.0,0.846,0.3,1.2,1.5,1.8,0.2,0.2,1.1,1.4,6.6
312,Lester Quiñones\quinole01,24,PHI,SG,4,0,4.3,1.0,2.0,0.5,0.0,0.8,0.0,1.0,1.3,0.8,0.5,0.3,0.3,1.0,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3
312,Lester Quiñones\quinole01,24,NOP,SG,9,0,18.4,3.0,7.8,0.386,1.4,4.6,0.317,1.6,3.2,0.483,0.479,1.1,1.3,0.833,0.1,1.6,1.7,2.6,0.3,0.2,1.1,2.0,8.6
313,Vasilije Micić\micicva01,31,2TM,PG,41,16,19.1,2.3,6.7,0.348,1.1,3.0,0.36,1.2,3.6,0.338,0.43,0.8,1.0,0.829,0.5,1.7,2.2,3.1,0.4,0.0,1.9,1.1,6.6
313,Vasilije Micić\micicva01,31,CHO,PG,36,16,21.2,2.6,7.6,0.348,1.3,3.5,0.36,1.4,4.1,0.338,0.43,0.9,1.1,0.829,0.6,1.9,2.4,3.5,0.4,0.0,2.1,1.2,7.5
313,Vasilije Micić\micicva01,31,PHO,PG,5,0,4.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.0,0.6,0.2,0.0
314,Precious Achiuwa\achiupr01,25,NYK,C,57,10,20.5,2.9,5.7,0.502,0.2,0.6,0.278,2.7,5.1,0.529,0.517,0.7,1.2,0.594,1.8,3.8,5.6,1.0,0.8,0.7,0.8,1.4,6.6
315,Trayce Jackson-Davis\jackstr02,24,GSW,C,62,37,15.6,2.8,4.9,0.576,0.0,0.0,0.0,2.8,4.8,0.582,0.576,1.0,1.6,0.578,2.0,3.0,5.0,1.7,0.4,0.6,0.7,1.2,6.6
316,Marcus Sasser\sassema01,24,DET,PG,57,1,14.2,2.4,5.2,0.463,1.0,2.7,0.382,1.4,2.5,0.549,0.561,0.8,0.9,0.843,0.3,0.9,1.2,2.3,0.6,0.1,0.9,1.3,6.6
317,Vince Williams Jr.\willivi01,24,MEM,SG,27,5,18.5,2.5,6.2,0.401,1.0,3.5,0.274,1.5,2.7,0.569,0.479,0.7,0.9,0.792,0.8,2.8,3.6,2.0,0.4,0.3,1.2,1.7,6.6
318,Thomas Bryant\bryanth01,27,2TM,C,66,8,14.6,2.5,4.9,0.508,0.7,2.2,0.324,1.7,2.6,0.665,0.583,0.8,1.0,0.859,1.3,2.5,3.8,0.8,0.4,0.6,0.5,1.2,6.5
318,Thomas Bryant\bryanth01,27,MIA,C,10,0,11.5,1.2,2.8,0.429,0.6,1.7,0.353,0.6,1.1,0.545,0.536,1.1,1.1,1.0,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1
318,Thomas Bryant\bryanth01,27,IND,C,56,8,15.1,2.7,5.2,0.515,0.8,2.3,0.321,1.9,2.9,0.673,0.587,0.8,0.9,0.83,1.4,2.5,3.9,0.9,0.5,0.6,0.5,1.2,6.9
319,Donovan Clingan\clingdo01,20,POR,C,67,37,19.8,2.7,5.0,0.539,0.2,0.7,0.286,2.5,4.3,0.582,0.56,0.9,1.6,0.596,3.2,4.6,7.9,1.1,0.5,1.6,1.1,2.8,6.5
320,Seth Curry\curryse01,34,CHO,SG,68,14,15.6,2.4,5.0,0.478,1.2,2.7,0.456,1.2,2.4,0.503,0.599,0.5,0.6,0.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5
321,Haywood Highsmith\highsha01,28,MIA,SF,74,42,24.6,2.4,5.3,0.458,1.2,3.1,0.382,1.2,2.1,0.57,0.572,0.4,0.6,0.721,1.0,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.5
322,Talen Horton-Tucker\hortota01,24,CHI,SG,58,0,12.5,2.3,5.0,0.457,0.7,2.1,0.336,1.6,2.9,0.544,0.527,1.2,1.7,0.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1.0,6.5
323,Trey Lyles\lylestr01,29,SAC,PF,69,5,19.6,2.3,5.4,0.42,1.2,3.4,0.34,1.1,2.0,0.559,0.528,0.8,1.2,0.7,1.2,3.4,4.6,1.2,0.6,0.3,0.6,1.2,6.5
324,Ajay Mitchell\mitchaj01,22,OKC,SG,36,1,16.6,2.5,5.1,0.495,0.6,1.7,0.383,1.9,3.4,0.548,0.557,0.8,1.0,0.829,0.5,1.4,1.9,1.8,0.7,0.1,0.8,1.9,6.5
325,Gary Payton II\paytoga02,32,GSW,SG,62,11,15.0,2.8,4.8,0.574,0.5,1.5,0.326,2.3,3.3,0.69,0.626,0.4,0.6,0.711,0.9,2.1,3.0,1.3,0.8,0.3,0.6,1.7,6.5
326,Zach Collins\colliza01,27,2TM,PF,64,12,15.3,2.4,4.7,0.507,0.5,1.7,0.302,1.9,3.1,0.617,0.56,1.1,1.2,0.885,1.6,2.9,4.5,1.7,0.5,0.5,0.9,2.1,6.4
326,Zach Collins\colliza01,27,SAS,C,36,4,11.8,1.7,3.7,0.462,0.4,1.3,0.304,1.3,2.4,0.547,0.515,0.9,1.0,0.886,1.1,1.8,2.8,1.4,0.4,0.4,0.6,1.9,4.6
326,Zach Collins\colliza01,27,CHI,PF,28,8,19.7,3.3,6.1,0.541,0.6,2.1,0.3,2.6,3.9,0.673,0.594,1.4,1.5,0.884,2.3,4.4,6.7,2.1,0.5,0.5,1.3,2.2,8.6
327,Kris Dunn\dunnkr01,30,LAC,PG,74,58,24.1,2.6,5.9,0.439,1.0,3.0,0.335,1.6,2.9,0.549,0.525,0.2,0.3,0.682,0.7,2.7,3.4,2.8,1.7,0.4,1.0,2.7,6.4
328,Ron Holland\hollaro01,19,DET,SF,81,2,15.6,2.4,5.1,0.474,0.4,1.9,0.238,2.0,3.3,0.608,0.517,1.1,1.5,0.754,0.5,2.2,2.7,1.0,0.6,0.2,0.9,1.7,6.4
329,KJ Martin\martike04,24,2TM,PF,43,16,21.2,2.6,4.7,0.552,0.3,1.3,0.259,2.2,3.3,0.671,0.59,0.9,1.1,0.787,0.7,2.2,2.9,1.1,0.4,0.5,0.6,2.3,6.4
329,KJ Martin\martike04,24,PHI,PF,24,7,20.0,2.5,4.1,0.616,0.3,0.9,0.381,2.2,3.3,0.679,0.657,1.0,1.2,0.828,0.9,2.1,3.0,0.8,0.5,0.7,0.5,2.6,6.4
329,KJ Martin\martike04,24,UTA,SF,19,9,22.7,2.6,5.4,0.49,0.4,1.9,0.189,2.3,3.4,0.662,0.525,0.7,0.9,0.722,0.5,2.3,2.8,1.5,0.3,0.3,0.6,2.1,6.3
330,Gabe Vincent\vincega01,28,LAL,PG,72,11,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.8,1.5,0.532,0.53,0.2,0.3,0.714,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,6.4
331,Sandro Mamukelashvili\mamuksa01,25,SAS,PF,61,0,11.2,2.3,4.6,0.502,1.0,2.6,0.373,1.3,2.0,0.675,0.609,0.7,1.0,0.741,1.0,2.0,3.1,0.8,0.4,0.3,0.4,1.0,6.3
332,Jeremiah Robinson-Earl\robinje02,24,NOP,PF,66,9,18.8,2.4,5.3,0.455,0.8,2.5,0.341,1.5,2.8,0.557,0.536,0.7,0.8,0.836,1.7,3.1,4.8,1.3,0.6,0.1,0.8,1.2,6.3
333,Kenrich Williams\willike04,30,OKC,PF,69,7,16.4,2.5,5.1,0.483,1.0,2.5,0.386,1.5,2.7,0.574,0.576,0.4,0.6,0.718,0.9,2.6,3.5,1.4,0.6,0.1,0.6,1.6,6.3
334,Bones Hyland\hylanbo01,24,2TM,PG,24,0,10.0,2.0,4.9,0.398,1.3,3.4,0.39,0.6,1.5,0.417,0.534,1.0,1.1,0.885,0.2,0.8,1.0,1.3,0.8,0.2,1.0,1.2,6.2
334,Bones Hyland\hylanbo01,24,LAC,PG,20,0,11.1,2.3,5.8,0.391,1.6,4.0,0.388,0.7,1.8,0.4,0.526,1.2,1.3,0.885,0.3,1.0,1.2,1.4,0.9,0.2,1.2,1.3,7.2
334,Bones Hyland\hylanbo01,24,MIN,PG,4,0,4.3,0.5,0.8,0.667,0.3,0.5,0.5,0.3,0.3,1.0,0.833,0.0,0.0,,0.0,0.3,0.3,1.0,0.0,0.0,0.3,0.8,1.3
335,Jonathan Mogbo\mogbojo01,23,TOR,PF,63,18,20.4,2.5,5.7,0.438,0.3,1.1,0.243,2.2,4.5,0.486,0.462,1.0,1.3,0.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2
336,Ryan Rollins\rolliry01,22,MIL,PG,56,19,14.6,2.4,4.8,0.487,0.9,2.1,0.408,1.5,2.7,0.55,0.577,0.6,0.8,0.8,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,6.2
337,Dru Smith\smithdr01,27,MIA,SG,14,1,19.1,2.2,4.4,0.508,1.1,2.1,0.533,1.1,2.2,0.484,0.639,0.6,0.9,0.75,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2
338,Isaac Okoro\okorois01,24,CLE,SG,55,22,19.1,2.3,4.9,0.464,1.0,2.7,0.371,1.2,2.1,0.586,0.569,0.6,0.8,0.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1
339,Jarace Walker\walkeja02,21,IND,PF,75,5,15.8,2.3,4.8,0.472,1.0,2.5,0.405,1.3,2.3,0.543,0.576,0.6,0.9,0.667,0.3,2.7,3.1,1.5,0.7,0.3,1.0,1.5,6.1
340,N'Faly Dante\nfalyda01,23,HOU,C,4,0,12.8,2.5,3.3,0.769,0.0,0.0,,2.5,3.3,0.769,0.769,1.0,1.3,0.8,1.5,3.8,5.3,0.5,0.3,1.3,0.5,2.3,6.0
341,Mouhamed Gueye\gueyemo02,22,ATL,PF,33,28,16.2,2.2,5.2,0.421,0.6,2.5,0.259,1.5,2.7,0.567,0.482,1.0,1.3,0.762,1.3,2.9,4.2,0.8,0.8,1.0,0.5,1.7,6.0
342,Luke Kornet\kornelu01,29,BOS,C,73,16,18.6,2.6,3.8,0.668,0.0,0.0,0.0,2.6,3.8,0.675,0.668,0.9,1.3,0.691,2.6,2.7,5.3,1.6,0.5,1.0,0.4,1.6,6.0
343,Isaiah Mobley\mobleis01,25,PHI,PF,1,0,17.0,2.0,7.0,0.286,1.0,3.0,0.333,1.0,4.0,0.25,0.357,1.0,2.0,0.5,1.0,3.0,4.0,5.0,1.0,1.0,0.0,3.0,6.0
344,Isaiah Stewart\stewais01,23,DET,C,72,4,19.9,2.4,4.4,0.559,0.2,0.7,0.321,2.2,3.6,0.607,0.586,0.9,1.2,0.759,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,6.0
345,James Wiseman\wisemja01,23,IND,C,1,0,5.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
346,Isaiah Wong\wongis01,24,CHO,SG,20,0,13.3,2.1,5.3,0.39,0.7,1.7,0.394,1.4,3.6,0.389,0.452,1.3,1.7,0.735,0.7,0.9,1.6,1.4,0.6,0.0,0.9,1.1,6.0
347,Cole Swider\swideco01,25,2TM,SF,10,0,16.9,2.2,6.3,0.349,1.5,4.7,0.319,0.7,1.6,0.438,0.468,0.0,0.1,0.0,0.5,2.2,2.7,0.3,0.4,0.2,0.4,1.2,5.9
347,Cole Swider\swideco01,25,DET,SF,2,0,6.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0
347,Cole Swider\swideco01,25,TOR,SF,8,0,19.5,2.8,7.3,0.379,1.9,5.3,0.357,0.9,2.0,0.438,0.509,0.0,0.1,0.0,0.6,2.5,3.1,0.3,0.5,0.3,0.5,1.4,7.4
348,Chuma Okeke\okekech01,26,2TM,PF,9,3,21.8,2.2,4.4,0.5,1.2,3.1,0.393,1.0,1.3,0.75,0.638,0.2,0.3,0.667,2.3,2.9,5.2,1.7,0.6,0.4,0.3,0.6,5.9
348,Chuma Okeke\okekech01,26,PHI,PF,7,3,24.4,2.6,4.7,0.545,1.4,3.1,0.455,1.1,1.6,0.727,0.697,0.3,0.4,0.667,2.9,3.3,6.1,1.9,0.7,0.4,0.4,0.7,6.9
348,Chuma Okeke\okekech01,26,CLE,PF,2,0,12.5,1.0,3.5,0.286,0.5,3.0,0.167,0.5,0.5,1.0,0.357,0.0,0.0,,0.5,1.5,2.0,1.0,0.0,0.5,0.0,0.0,2.5
349,Kyle Anderson\anderky01,31,2TM,PF,61,4,16.4,2.3,5.0,0.469,0.4,1.1,0.357,1.9,3.8,0.502,0.51,0.8,1.1,0.738,0.9,2.5,3.4,2.4,0.7,0.5,0.6,1.3,5.9
349,Kyle Anderson\anderky01,31,GSW,PF,36,3,15.0,2.1,4.7,0.45,0.5,1.4,0.365,1.6,3.3,0.487,0.506,0.5,0.8,0.667,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3
349,Kyle Anderson\anderky01,31,MIA,SF,25,1,18.4,2.6,5.4,0.493,0.2,0.7,0.333,2.4,4.6,0.517,0.515,1.2,1.5,0.789,1.0,2.8,3.8,2.6,0.6,0.5,0.7,1.6,6.7
350,Simone Fontecchio\fontesi01,29,DET,SF,75,0,16.5,2.0,5.0,0.402,1.0,3.0,0.335,1.0,1.9,0.507,0.504,0.9,1.1,0.833,0.7,2.2,2.9,0.9,0.4,0.2,0.7,1.3,5.9
351,Collin Gillespie\gilleco01,25,PHO,PG,33,9,14.0,2.1,4.8,0.43,1.2,2.7,0.433,0.9,2.1,0.426,0.554,0.6,0.7,0.864,0.7,1.7,2.4,2.4,0.6,0.2,0.5,0.9,5.9
352,Tidjane Salaün\salauti01,19,CHO,PF,60,10,20.7,1.9,5.8,0.33,1.0,3.4,0.283,0.9,2.3,0.4,0.414,1.1,1.6,0.713,1.2,3.5,4.7,1.2,0.5,0.2,1.0,1.4,5.9
353,Jaylin Williams\willija07,22,OKC,PF,47,9,16.7,2.1,4.7,0.439,1.3,3.3,0.399,0.8,1.4,0.529,0.577,0.5,0.6,0.767,1.0,4.6,5.6,2.6,0.5,0.6,0.7,1.7,5.9
354,Moses Brown\brownmo01,25,2TM,C,13,2,9.2,2.6,3.8,0.694,0.0,0.0,,2.6,3.8,0.694,0.694,0.6,0.8,0.727,0.9,2.5,3.4,0.2,0.5,0.3,0.8,1.3,5.8
354,Moses Brown\brownmo01,25,IND,C,9,0,5.1,1.4,2.2,0.65,0.0,0.0,,1.4,2.2,0.65,0.65,0.3,0.6,0.6,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2
354,Moses Brown\brownmo01,25,DAL,C,4,2,18.3,5.3,7.3,0.724,0.0,0.0,,5.3,7.3,0.724,0.724,1.3,1.5,0.833,2.0,5.8,7.8,0.5,1.0,0.8,1.3,2.8,11.8
